,gender,SeniorCitizen,Partner,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,TotalCharges,Churn,Geography,CreditScore,Surname,EstimatedSalary,MonthlyCharges,customerID,Dependents,PaymentMethod,Charge
3203,Female,0.0,No,13.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,394.1,No,Spain,773.0,Jen,28266.9,30.85,6549-NNDYT,No,Bank transfer (automatic),30.85
3204,Male,0.0,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,55,Yes,France,703.0,Hare,20629.4,55.0,3583-EKAPL,No,Electronic check,55.0
3205,Female,0.0,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,246.3,Yes,Germany,530.0,Mao,101694.67,75.8,4581-SSPWD,No,Electronic check,75.8
3206,Female,1.0,Yes,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,302.6,No,Germany,779.0,Schneider,135925.72,70.05,6705-LXORM,No,Electronic check,70.05
3207,Male,0.0,No,66.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,6710.5,Yes,France,545.0,Marino,189613.12,99.5,2003-CKLOR,No,Electronic check,99.5
3208,Male,0.0,No,3.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,160.85,No,France,724.0,Herrera,127847.25,50.15,0929-HYQEW,No,Mailed check,50.15
3209,Female,0.0,No,25.0,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,1540.2,No,Germany,749.0,Dillon,73470.98,61.05,6402-SSEJG,No,Electronic check,61.05
3210,Female,0.0,No,65.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,7107,No,France,769.0,Capon,172290.61,111.05,6067-NGCEU,No,Credit card (automatic),111.05
3211,Female,0.0,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,338.1,Yes,Spain,655.0,Yao,85736.26,75.35,1602-IJQQE,No,Electronic check,75.35
3212,Female,1.0,Yes,26.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,2381.55,Yes,France,765.0,Chinedum,138280.17,93.85,9912-GVSEQ,No,Electronic check,93.85
3213,Male,0.0,Yes,50.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,5071.05,Yes,France,553.0,Brookes,159800.16,103.7,1842-EZJMK,Yes,Electronic check,103.7
3214,Female,0.0,No,10.0,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,299.05,No,France,712.0,Pacheco,144375.0,29.6,0621-JFHOL,No,Mailed check,29.6
3215,Female,0.0,No,65.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,3739.8,No,Germany,626.0,Kent,32825.5,59.6,7596-ZYWBB,No,Mailed check,59.6
3216,Female,0.0,Yes,10.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,1068.85,Yes,France,480.0,Somadina,101778.9,102.1,1465-VINDH,Yes,Credit card (automatic),102.1
3217,Female,0.0,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,365.65,Yes,Germany,850.0,Barber,36980.54,89.6,9565-DJPIB,Yes,Mailed check,89.6
3218,Female,0.0,No,2.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,96.8,No,France,850.0,Finch,824.0,51.4,2969-QWUBZ,No,Electronic check,51.4
3219,Female,0.0,Yes,35.0,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,1916,No,France,550.0,Padovesi,130590.35,54.95,6461-PPAXN,Yes,Bank transfer (automatic),54.95
3220,Male,1.0,Yes,28.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,2998,No,France,489.0,Willis,107625.46,105.8,1104-TNLZA,No,Electronic check,105.8
3221,Female,0.0,No,51.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,5703.25,No,Spain,782.0,Mordvinova,143614.01,111.5,7245-JMTTQ,No,Electronic check,111.5
3222,Female,0.0,No,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1566.9,No,Germany,767.0,Fiore,150135.38,20.25,7083-MIOPC,No,Credit card (automatic),20.25
3223,Female,0.0,No,57.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,5468.95,No,France,850.0,Thompson,183566.78,94.7,2972-YDYUW,No,Electronic check,94.7
3224,Female,0.0,No,49.0,Yes,No,,No,No,Yes,Yes,Yes,Yes,Two year,No,4917.75,No,France,771.0,Barese,72990.62,100.65,5278-PNYOX,No,Credit card (automatic),100.65
3225,Female,0.0,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,6155.4,No,France,696.0,Yates,73371.65,85.1,9453-PATOS,No,Mailed check,85.1
3226,Male,0.0,No,43.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,3882.3,No,Germany,505.0,Fraser,125307.87,90.65,9386-LDCZR,No,Credit card (automatic),90.65
3227,Female,0.0,Yes,23.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,1689.45,No,France,734.0,O'Connor,116912.45,68.75,5829-NVSQN,No,Bank transfer (automatic),68.75
3228,Female,0.0,No,20.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,347.65,No,Spain,694.0,Chin,133570.43,18.9,5025-GOOKI,No,Credit card (automatic),18.9
3229,Female,0.0,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,2193,No,Spain,784.0,Olejuru,81483.64,80.7,6103-BOCOU,No,Electronic check,80.7
3230,Male,0.0,Yes,47.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,5317.8,No,Germany,691.0,Peng,148848.76,113.45,9746-MDMBK,Yes,Bank transfer (automatic),113.45
3231,Male,1.0,Yes,2.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,181.65,No,France,533.0,Odinakachukwu,156731.91,95.5,4929-XIHVW,No,Credit card (automatic),95.5
3232,Male,0.0,No,67.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,3260.1,No,France,687.0,Cocci,35608.88,50.55,8587-XYZSF,No,Bank transfer (automatic),50.55
3233,Male,0.0,No,39.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,3801.7,No,Germany,709.0,Reynolds,134732.99,100.45,1116-DXXDF,No,Electronic check,100.45
3234,Female,1.0,Yes,69.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,6998.95,No,France,634.0,Griffiths,21760.96,105.4,6048-UWKAL,No,Credit card (automatic),105.4
3235,Female,1.0,Yes,50.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,5189.75,No,Spain,548.0,Obiora,121763.68,100.65,5671-UUNXD,No,Electronic check,100.65
3236,Female,0.0,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,5919.35,No,France,682.0,Long,66040.83,82.65,9385-NXKDA,No,Credit card (automatic),82.65
3237,Male,0.0,No,54.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,5760.65,No,France,673.0,Ringrose,111981.19,108.0,2651-ZCBXV,No,Credit card (automatic),108.0
3238,Female,0.0,Yes,46.0,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,1620.25,No,Germany,637.0,Graham,140298.24,35.05,8741-LQOBK,Yes,Bank transfer (automatic),35.05
3239,Female,1.0,Yes,72.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6448.85,No,Germany,785.0,Mazzi,191961.83,89.55,3398-GCPMU,Yes,Credit card (automatic),89.55
3240,Female,0.0,Yes,66.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,4508.65,No,Spain,545.0,Marrero,38970.14,67.45,7520-HQWJU,Yes,Bank transfer (automatic),67.45
3241,Female,0.0,No,37.0,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,2347.85,No,France,742.0,Omeokachie,13161.66,64.65,7032-LMBHI,No,Bank transfer (automatic),64.65
3242,Female,1.0,No,40.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,,Month-to-month,Yes,3233.85,Yes,Germany,670.0,Yu,69850.04,79.2,7957-RYHQD,No,Credit card (automatic),79.2
3243,Female,0.0,Yes,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,307,No,France,485.0,Mellor,141449.86,19.35,9766-HGEDE,No,Mailed check,19.35
3244,Male,0.0,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,369.05,No,Spain,495.0,Moretti,135169.76,19.45,5696-EXCYS,No,Credit card (automatic),19.45
3245,Male,0.0,No,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,1334,Yes,Spain,606.0,Halpern,191076.22,24.9,4597-ELFTS,No,Electronic check,24.9
3246,Female,0.0,No,64.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,6254.2,Yes,Spain,636.0,Dale,92277.47,100.05,9518-RWHZL,No,Credit card (automatic),100.05
3247,Female,0.0,Yes,28.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,2602.9,Yes,Spain,685.0,P'an,9663.28,92.35,3348-CFRNX,No,Mailed check,92.35
3248,Male,0.0,No,3.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,57.5,No,France,850.0,Bolton,115767.93,20.7,6394-HHHZM,No,Mailed check,20.7
3249,Male,0.0,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.7,Yes,France,706.0,Yusupov,69865.49,44.7,9448-REEVD,No,Credit card (automatic),44.7
3250,Male,0.0,No,33.0,Yes,,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,2245.4,No,France,785.0,Trentino,96832.82,66.4,5951-AOFIH,No,Credit card (automatic),66.4
3251,Male,0.0,Yes,38.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,2802.3,No,France,797.0,Gardner,182257.61,74.05,8608-OZTLB,Yes,Electronic check,74.05
3252,Male,1.0,Yes,32.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,2303.35,Yes,France,731.0,Hewitt,170034.95,74.9,0265-EDXBD,No,Electronic check,74.9
3253,Female,0.0,Yes,49.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,1782,No,France,515.0,Herrera,142548.33,35.8,5170-PTRKA,Yes,Credit card (automatic),35.8
3254,Female,0.0,Yes,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,5743.3,No,France,626.0,,52795.56,79.7,3486-HOOGQ,Yes,Bank transfer (automatic),79.7
3255,Male,0.0,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1492.1,No,Germany,811.0,Artamonova,9903.42,20.7,2545-LXYVJ,No,Bank transfer (automatic),20.7
3256,Female,0.0,No,43.0,,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,4759.85,Yes,Germany,659.0,Tsao,174652.51,104.6,6680-NENYN,No,Electronic check,104.6
3257,Female,0.0,Yes,68.0,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,4109,No,France,712.0,Chiu,190686.16,60.3,8181-YHCMF,Yes,Credit card (automatic),60.3
3258,Male,0.0,Yes,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,469.65,No,Spain,776.0,Alexander,148527.56,20.8,6527-PZFPV,Yes,Credit card (automatic),20.8
3259,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Month-to-month,No,20.5,Yes,Germany,549.0,Scott,93551.36,20.5,2002-MZHWP,No,Mailed check,20.5
3260,Male,0.0,Yes,55.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,1026.35,No,Spain,589.0,Kao,125939.22,19.5,4644-OBGFZ,Yes,Mailed check,19.5
3261,Male,0.0,Yes,68.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,6132.7,No,Spain,549.0,Nnachetam,21600.11,88.85,8100-PNJMH,Yes,Credit card (automatic),88.85
3262,Male,0.0,No,0.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No, ,No,Germany,815.0,Anderson,2383.59,20.25,3115-CZMZD,Yes,Mailed check,20.25
3263,Female,0.0,No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,76.35,Yes,France,818.0,Ting,192298.84,76.35,6910-HADCM,No,Electronic check,76.35
3264,Female,0.0,No,31.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,2806.9,Yes,Germany,798.0,Pagnotto,157147.59,89.9,3640-PHQXK,No,Electronic check,89.9
3265,Female,0.0,Yes,20.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,2239.65,Yes,France,650.0,Williamson,16301.91,105.85,2249-YPRNG,Yes,Bank transfer (automatic),105.85
3266,Female,0.0,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,540.95,No,France,566.0,Spencer,79616.37,43.8,2604-XVDAM,No,Bank transfer (automatic),43.8
3267,Female,1.0,No,16.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,889,No,Spain,850.0,,132298.49,54.1,3351-NGXYI,No,Electronic check,54.1
3268,Female,0.0,Yes,18.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,669.85,Yes,Germany,683.0,Cartwright,26796.73,39.05,5087-SUURX,No,Electronic check,39.05
3269,Female,0.0,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,41.2,No,France,823.0,Levan,173516.71,20.3,2342-CKIAO,No,Mailed check,20.3
3270,Male,0.0,Yes,29.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,1636.95,No,Spain,692.0,Blackburn,37898.91,55.35,1301-LOPVR,Yes,Credit card (automatic),55.35
3271,Male,0.0,Yes,35.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,3161.6,No,France,758.0,Mazzi,60728.89,89.65,9470-XCCEM,Yes,Bank transfer (automatic),89.65
3272,Female,0.0,No,8.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,365.55,Yes,France,801.0,Anenechukwu,37898.5,49.85,0587-DMGBH,No,Electronic check,49.85
3273,Male,0.0,No,66.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,7383.7,No,Germany,850.0,Fu,31825.84,114.3,9896-UYMIE,No,Bank transfer (automatic),114.3
3274,Female,1.0,Yes,43.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,4533.9,Yes,France,675.0,Anderson,56642.97,107.55,8327-LZKAS,No,Electronic check,107.55
3275,Female,1.0,Yes,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,7181.95,No,France,622.0,Watt,100618.17,108.1,6723-WSNTY,No,Credit card (automatic),108.1
3276,Female,0.0,No,2.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,181.65,Yes,France,769.0,Davies,84872.66,86.25,0133-BMFZO,No,Electronic check,86.25
3277,Female,0.0,Yes,24.0,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,1614.05,No,France,539.0,Chibuzo,36692.17,69.45,6614-VBEGU,No,Bank transfer (automatic),69.45
3278,Female,0.0,No,4.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,84.2,No,Spain,590.0,Pearson,51907.72,25.45,4430-YHXGG,Yes,Mailed check,25.45
3279,Female,0.0,No,5.0,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,352.65,No,France,653.0,Pettit,7330.59,64.35,7905-TVXTA,No,Electronic check,64.35
3280,Male,0.0,No,57.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,4939.25,No,Germany,532.0,Wynn,148704.77,86.9,4685-ERGHK,No,Electronic check,86.9
3281,Female,1.0,Yes,52.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,5647.95,No,France,752.0,Loyau,124354.92,109.1,9278-VZKCD,No,Electronic check,109.1
3282,Male,0.0,Yes,34.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,3091.75,No,Spain,516.0,Nebechukwu,115818.16,89.85,7682-AZNDK,Yes,Electronic check,89.85
3283,Female,0.0,Yes,46.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,1066.15,No,France,850.0,Pino,80006.65,24.45,4163-NCJAK,No,Bank transfer (automatic),24.45
3284,Female,0.0,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,531.55,No,Spain,710.0,Palazzi,127951.81,21.05,0835-DUUIQ,Yes,Bank transfer (automatic),21.05
3285,Female,0.0,No,66.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1683.6,No,Germany,703.0,Taylor,82824.08,25.15,7996-MHXLW,No,Credit card (automatic),25.15
3286,Male,0.0,Yes,51.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,4307.1,No,Spain,596.0,Ross,116696.77,83.85,3720-DBRWL,No,Credit card (automatic),83.85
3287,Male,0.0,No,30.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,3021.3,No,Germany,648.0,King,146851.73,97.0,6874-SGLHU,No,Bank transfer (automatic),97.0
3288,Female,0.0,Yes,53.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,1007.9,No,Germany,731.0,Bradley,548.52,19.55,7872-BAAZR,Yes,Bank transfer (automatic),19.55
3289,Male,1.0,No,3.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,233.7,Yes,Spain,709.0,McKenzie,129590.18,81.35,0334-GDDSO,No,Electronic check,81.35
3290,Female,0.0,Yes,40.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,780.1,No,France,478.0,McDonald,178626.07,19.1,4933-BSAIP,No,Mailed check,19.1
3291,Female,0.0,No,10.0,Yes,Yes,Fiber optic,No,Yes,,No,No,No,Month-to-month,Yes,830.7,Yes,Germany,705.0,Sullivan,146573.66,80.05,4547-KQRTM,No,Bank transfer (automatic),80.05
3292,Male,0.0,Yes,56.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,1402.25,No,Germany,673.0,T'ao,103573.96,24.15,4979-HPRFL,Yes,Bank transfer (automatic),24.15
3293,Male,0.0,No,2.0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,119.5,No,Germany,548.0,Pisani,42749.85,53.45,2181-UAESM,No,Electronic check,53.45
3294,Female,0.0,No,13.0,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,718.1,No,France,679.0,Tsou,135768.25,53.45,0939-EREMR,Yes,Mailed check,53.45
3295,Male,0.0,Yes,23.0,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,1406,No,Germany,540.0,Nolan,172572.64,59.95,9069-LGEUL,No,Bank transfer (automatic),59.95
3296,Male,0.0,Yes,38.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,3013.05,Yes,France,714.0,Ch'iu,86733.61,79.45,9948-YPTDG,No,Electronic check,79.45
3297,Female,0.0,No,48.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,5121.3,Yes,France,659.0,Greco,140934.57,107.4,6394-MFYNG,No,Bank transfer (automatic),107.4
3298,Female,0.0,Yes,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,2015.8,No,Spain,529.0,Keating,90256.06,79.3,6985-HAYWX,No,Bank transfer (automatic),79.3
3299,Male,0.0,No,9.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,576.95,No,Spain,707.0,T'ao,136877.24,68.25,0701-TJSEF,No,Bank transfer (automatic),68.25
3300,Female,0.0,No,57.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,4166.35,No,Spain,586.0,Turnbull,36176.63,74.3,6169-PGNCD,No,Credit card (automatic),74.3
3301,Male,0.0,Yes,72.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,5728.55,No,France,693.0,P'an,156381.47,80.8,9675-ICXCT,Yes,Electronic check,80.8
3302,Male,0.0,No,32.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,3432.9,Yes,France,806.0,Marshall,140168.36,108.15,0363-QJVFX,No,Credit card (automatic),108.15
3303,Female,0.0,No,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,1563.95,No,Spain,600.0,Palmer,143635.36,25.8,4335-BSMJS,No,Credit card (automatic),25.8
3304,Male,0.0,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,2763,No,Germany,742.0,Gibson,121207.66,38.5,3511-BFTJW,Yes,Credit card (automatic),38.5
3305,Male,0.0,Yes,68.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,,One year,Yes,6754.35,No,France,652.0,Tsai,33524.6,100.3,8375-KVTHK,No,Electronic check,100.3
3306,Female,0.0,Yes,18.0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,957.1,No,Spain,684.0,Pirozzi,99398.36,54.4,0557-ASKVU,Yes,Credit card (automatic),54.4
3307,Female,0.0,Yes,2.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,139.4,Yes,France,639.0,Tan,118974.77,74.4,0388-EOPEX,No,Electronic check,74.4
3308,Male,1.0,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,898.35,Yes,Germany,773.0,Warner,171733.22,95.35,2660-EMUBI,No,Electronic check,95.35
3309,Female,0.0,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,927.15,No,Spain,602.0,Kang,161229.84,44.35,3808-HFKDE,No,Electronic check,44.35
3310,Female,0.0,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,55.45,No,Germany,762.0,McIntyre,68562.26,55.45,9822-OAOVB,No,Electronic check,55.45
3311,Male,0.0,Yes,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,3616.25,No,Germany,527.0,Cantamessa,,94.9,8465-SBRXP,Yes,Bank transfer (automatic),94.9
3312,Male,0.0,No,15.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,765.5,Yes,Spain,726.0,Manfrin,130113.78,51.55,3426-NIYYL,No,Electronic check,51.55
3313,Female,0.0,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.65,No,France,814.0,McKinnon,142029.17,19.65,7721-DVEKZ,No,Mailed check,19.65
3314,Female,0.0,Yes,12.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,444.75,No,France,468.0,Unaipon,125305.34,33.15,2316-ESMLS,Yes,Credit card (automatic),33.15
3315,Male,0.0,Yes,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,242.4,No,France,645.0,Chizuoke,193441.23,20.45,3724-BSCVH,Yes,Mailed check,20.45
3316,Female,0.0,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,412.55,No,Germany,727.0,Miranda,163295.87,19.25,9617-UDPEU,No,Mailed check,19.25
3317,Male,0.0,Yes,33.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,2453.3,No,France,636.0,T'ang,55470.78,74.75,5524-KHNJP,Yes,Credit card (automatic),74.75
3318,Male,0.0,Yes,68.0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,6668,No,France,646.0,McGregor,130500.65,99.55,9938-TKDGL,Yes,Electronic check,99.55
3319,Male,0.0,Yes,42.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,3088.25,No,France,587.0,Hughes,106174.7,73.15,5269-NRGDP,Yes,Electronic check,73.15
3320,Male,0.0,Yes,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,7209,No,Germany,554.0,Murphy,7611.61,100.2,9028-LIHRP,Yes,Credit card (automatic),100.2
3321,Female,0.0,No,9.0,Yes,No,,No,No,No,No,No,Yes,Month-to-month,Yes,723.4,Yes,Spain,622.0,Moon,124964.82,79.55,0872-NXJYS,No,Electronic check,79.55
3322,Female,0.0,No,63.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,4861.45,No,France,834.0,Lavine,194365.76,79.85,4671-VJLCL,No,Credit card (automatic),79.85
3323,Male,0.0,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,165.35,No,France,840.0,Yeh,84487.62,,3546-GHEAE,No,Mailed check,19.45
3324,Female,1.0,Yes,42.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,,No,Spain,594.0,Celis,71405.17,95.05,3951-NJCVI,No,Electronic check,95.05
3325,Female,0.0,No,6.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,340.4,No,Germany,479.0,Wisdom,95148.28,55.0,6599-SFQVE,No,Electronic check,55.0
3326,Female,0.0,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,257.6,No,Spain,509.0,Horsley,69113.14,76.1,3370-HXOPH,No,Electronic check,76.1
3327,Female,0.0,No,9.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,870.25,No,Germany,711.0,Nebechukwu,42976.64,93.0,5141-ZUVBH,Yes,Bank transfer (automatic),93.0
3328,Male,0.0,Yes,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,632.95,Yes,Spain,734.0,Andrews,34548.74,75.0,7993-PYKOF,No,Electronic check,75.0
3329,Female,0.0,No,33.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,2684.85,No,France,550.0,Ku,179670.31,79.95,7674-YTAFD,No,Bank transfer (automatic),79.95
